epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.000614403048530221,0.0010000000474974513,7.135043144226074,0.0019047618843615055,6.4450812339782715
1,0.0033910321071743965,0.0010000000474974513,6.378908157348633,0.0019047618843615055,6.39246129989624
2,0.001252436893992126,0.0010000000474974513,6.310596466064453,0.0019047618843615055,6.52342414855957
3,0.001016128109768033,0.0010000000474974513,6.249729156494141,0.0019047618843615055,6.334311008453369
